code,level1,level2,type,category,name
5321880711,5300000000,5321800000,НП,С,ЧУМАКИ
5321880712,5300000000,5321800000,НП,С,ШАПКИ
5321880900,5300000000,5321800000,,,ВАСИЛІВСЬКА/С.ВАСИЛІВКА
5321880901,5300000000,5321800000,НП,С,ВАСИЛІВКА
5321880902,5300000000,5321800000,НП,С,БРИНЗИ
5321880903,5300000000,5321800000,НП,С,ГАЙМАРІВКА
5321880904,5300000000,5321800000,НП,С,ЛЕСИНКИ
5321880905,5300000000,5321800000,НП,С,ЛИТВИНИ
5321880906,5300000000,5321800000,НП,С,МАРТИНІВКА
5321880907,5300000000,5321800000,НП,С,СІННЕ
5321881300,5300000000,5321800000,,,ГРИГОРО-БРИГАДИРІВСЬКА/С.ГРИГОРО-БРИГАДИРІВКА
5321881301,5300000000,5321800000,НП,С,ГРИГОРО-БРИГАДИРІВКА
5321881302,5300000000,5321800000,НП,С,МОТРИНЕ
5321881303,5300000000,5321800000,НП,С,СОЛОШИНЕ
5321881700,5300000000,5321800000,,,ДАШКІВСЬКА/С.ДАШКІВКА
5321881701,5300000000,5321800000,НП,С,ДАШКІВКА
5321881702,5300000000,5321800000,НП,С,ГРИГОРІВКА
5321881703,5300000000,5321800000,НП,С,РЕВУЩИНЕ
5321881704,5300000000,5321800000,НП,С,ТВЕРДОХЛІБИ
5321881705,5300000000,5321800000,НП,С,ШЕВЧЕНКИ
5321881800,5300000000,5321800000,,,ДРИЖИНОГРЕБЛЯНСЬКА/С.ДРИЖИНА ГРЕБЛЯ
5321881801,5300000000,5321800000,НП,С,ДРИЖИНА ГРЕБЛЯ
5321882000,5300000000,5321800000,,,ЖУКІВСЬКА/С.ЖУКИ
5321882001,5300000000,5321800000,НП,С,ЖУКИ
5321882003,5300000000,5321800000,НП,С,РУБАНИ
5321882005,5300000000,5321800000,НП,С,МИРНЕ
5321882200,5300000000,5321800000,,,ЗОЛОТАРІВСЬКА/С.ЗОЛОТАРІВКА
5321882201,5300000000,5321800000,НП,С,ЗОЛОТАРІВКА
5321882203,5300000000,5321800000,НП,С,ГАЛАГУРІВКА
5321882204,5300000000,5321800000,НП,С,ГАНЖІВКА
5321882205,5300000000,5321800000,НП,С,МІДЯНІВКА
5321882600,5300000000,5321800000,,,ІВАНІВСЬКА/С.ІВАНІВКА
5321882601,5300000000,5321800000,НП,С,ІВАНІВКА
5321883000,5300000000,5321800000,,,КАНАВСЬКА/С.КАНАВИ
5321883001,5300000000,5321800000,НП,С,КАНАВИ
5321883003,5300000000,5321800000,НП,С,ВОДОЛАГІВКА
5321883200,5300000000,5321800000,,,ЛЕБЕДИНСЬКА/С.ЛЕБЕДИНЕ
5321883201,5300000000,5321800000,НП,С,ЛЕБЕДИНЕ
5321883202,5300000000,5321800000,НП,С,ГАРБУЗІВКА
5321883204,5300000000,5321800000,НП,С,ПЕРЕГОНІВКА
5321883205,5300000000,5321800000,НП,С,СУХЕ
5321883206,5300000000,5321800000,НП,С,ШАБЕЛЬНИКИ
5321883800,5300000000,5321800000,,,КОМЕНДАНТІВСЬКА/С.КОМЕНДАНТІВКА
5321883801,5300000000,5321800000,НП,С,КОМЕНДАНТІВКА
5321883802,5300000000,5321800000,НП,С,ДАБИНІВКА
5321883803,5300000000,5321800000,НП,С,КОЛІСНИКИ
5321883804,5300000000,5321800000,НП,С,КРИНИЧНЕ
5321883805,5300000000,5321800000,НП,С,ОЛЕКСАНДРІЯ
5321883806,5300000000,5321800000,НП,С,ПИЛИПЕНКИ
5321883807,5300000000,5321800000,НП,С,ПОРУБАЇ
5321883808,5300000000,5321800000,НП,С,ЧЕРЕМУШКИ
5321884200,5300000000,5321800000,,,КРАСНЕНСЬКА/С.КРАСНЕ
5321884201,5300000000,5321800000,НП,С,КРАСНЕ
5321884202,5300000000,5321800000,НП,С,ГАЙОВЕ
5321884203,5300000000,5321800000,НП,С,ГРИЦАЇВКА
5321884204,5300000000,5321800000,НП,С,СОСНІВКА
5321884400,5300000000,5321800000,,,КУНІВСЬКА/С.КУНІВКА
5321884401,5300000000,5321800000,НП,С,КУНІВКА
5321884403,5300000000,5321800000,НП,С,ГАЛІ-ГОРБАТКИ
5321884405,5300000000,5321800000,НП,С,КОЛІСНИКІВКА
5321884407,5300000000,5321800000,НП,С,ЛІЩИНІВКА
5321884409,5300000000,5321800000,НП,С,ЯБЛУНІВКА
5321884500,5300000000,5321800000,,,ЛУЧКІВСЬКА/С.ЛУЧКИ
5321884501,5300000000,5321800000,НП,С,ЛУЧКИ
5321884505,5300000000,5321800000,НП,С,ПРАВОБЕРЕЖНА СОКІЛКА
5321884600,5300000000,5321800000,,,МАРКІВСЬКА/С.МАРКІВКА
5321884601,5300000000,5321800000,НП,С,МАРКІВКА
5321884604,5300000000,5321800000,НП,С,СВІЧКАРЕВЕ
5321884605,5300000000,5321800000,НП,С,ТРОЯНИ
5321885100,5300000000,5321800000,,,ОЗЕРЯНСЬКА/С.ОЗЕРА
5321885101,5300000000,5321800000,НП,С,ОЗЕРА
5321885102,5300000000,5321800000,НП,С,МОРОЗИ
5321885103,5300000000,5321800000,НП,С,ПОВОДИ
5321885104,5300000000,5321800000,НП,С,ПРОЩУРАДИ
5321885400,5300000000,5321800000,,,ВІЛЬХОВАТСЬКА/С.ВІЛЬХОВАТКА
5321885401,5300000000,5321800000,НП,С,ВІЛЬХОВАТКА
5321885402,5300000000,5321800000,НП,С,ДЕМЕНКИ
5321885403,5300000000,5321800000,НП,С,ПАНСЬКЕ
5321885404,5300000000,5321800000,НП,С,ЛІВОБЕРЕЖНА СОКІЛКА
5321885405,5300000000,5321800000,НП,С,ПРОСКУРИ
5321885700,5300000000,5321800000,,,ОРЛИЦЬКА/С.ОРЛИК
5321885701,5300000000,5321800000,НП,С,ОРЛИК
5321885800,5300000000,5321800000,,,ПІДГОРЯНСЬКА/С.ПІДГОРА
5321885801,5300000000,5321800000,НП,С,ПІДГОРА
5321885806,5300000000,5321800000,НП,С,ЧКАЛОВЕ
5321886000,5300000000,5321800000,,,ПРИДНІПРЯНСЬКА/С.ПРИДНІПРЯНСЬКЕ
5321886001,5300000000,5321800000,НП,С,ПРИДНІПРЯНСЬКЕ
5321886400,5300000000,5321800000,,,СВІТЛОГІРСЬКА/С.СВІТЛОГІРСЬКЕ
5321886401,5300000000,5321800000,НП,С,СВІТЛОГІРСЬКЕ
5321886402,5300000000,5321800000,НП,С,БРАЧКІВКА
5321886403,5300000000,5321800000,НП,С,КИШЕНЬКИ
5321886404,5300000000,5321800000,НП,С,ПРОСЯНИКІВКА
5321886500,5300000000,5321800000,,,СУХИНІВСЬКА/С.СУХИНІВКА
5321886501,5300000000,5321800000,НП,С,СУХИНІВКА
5321886503,5300000000,5321800000,НП,С,ЛІСНЕ
5321886600,5300000000,5321800000,,,ЧЕРВОНОКВІТІВСЬКА/С.ЧЕРВОНІ КВІТИ
5321886601,5300000000,5321800000,НП,С,ЧЕРВОНІ КВІТИ
5321886602,5300000000,5321800000,НП,С,ЖИРКИ
5321886605,5300000000,5321800000,НП,С,КУСТОЛОВІ КУЩІ
5321886606,5300000000,5321800000,НП,С,ПРОГРЕС
5321886607,5300000000,5321800000,НП,С,СТЕПОВЕ
5321887500,5300000000,5321800000,,,ЧОРБІВСЬКА/С.ЧОРБІВКА
5321887501,5300000000,5321800000,НП,С,ЧОРБІВКА
5321887503,5300000000,5321800000,НП,С,БІЛОКОНІВКА
5321887504,5300000000,5321800000,НП,С,КОМАРІВКА
5321887508,5300000000,5321800000,НП,С,ЧЕРВОНЕ
5321888000,5300000000,5321800000,,,ШЕНГУРІВСЬКА/С.ШЕНГУРИ
5321888001,5300000000,5321800000,НП,С,ШЕНГУРИ
5321888003,5300000000,5321800000,НП,С,ВІБЛИ
5321888004,5300000000,5321800000,НП,С,КОВАЛЕНКІВКА
5322000000,5300000000,5322000000,Р,,КОЗЕЛЬЩИНСЬКИЙ РАЙОН/СМТ КОЗЕЛЬЩИНА
5322055000,5300000000,5322000000,,,СЕЛИЩА МІСЬКОГО ТИПУ КОЗЕЛЬЩИНСЬКОГО Р-НУ
5322055100,5300000000,5322000000,НП,Т,КОЗЕЛЬЩИНА
5322055102,5300000000,5322000000,НП,С,КВІТИ
5322055103,5300000000,5322000000,НП,С,ЛОЗКИ
5322055105,5300000000,5322000000,НП,С,ОМЕЛЬНИЧЕ
5322055106,5300000000,5322000000,НП,С,ПАВЛІВКА
5322055107,5300000000,5322000000,НП,С,ПІДГОРІВКА
5322055500,5300000000,5322000000,НП,Т,НОВА ГАЛЕЩИНА
5322055501,5300000000,5322000000,НП,С,ВЕЛИКА БЕЗУГЛІВКА
5322055503,5300000000,5322000000,НП,С,ГОРБАНІ
5322080000,5300000000,5322000000,,,СІЛЬРАДИ КОЗЕЛЬЩИНСЬКОГО Р-НУ
5322080400,5300000000,5322000000,,,БРЕУСІВСЬКА/С.БРЕУСІВКА
5322080401,5300000000,5322000000,НП,С,БРЕУСІВКА
5322080402,5300000000,5322000000,НП,С,ВИННИКИ
5322080403,5300000000,5322000000,НП,С,КРАСНОСІЛЛЯ
5322080404,5300000000,5322000000,НП,С,НОВОСЕЛІВКА
5322080405,5300000000,5322000000,НП,С,ОЛЕКСАНДРІВКА ДРУГА
5322080409,5300000000,5322000000,НП,С,ХМАРИНЕ
5322080410,5300000000,5322000000,НП,С,ЧЕЧУЖИНЕ
5322080800,5300000000,5322000000,,,ВАСИЛІВСЬКА/С.ВАСИЛІВКА
5322080801,5300000000,5322000000,НП,С,ВАСИЛІВКА
5322080802,5300000000,5322000000,НП,С,ВИШНЯКИ
5322080803,5300000000,5322000000,НП,С,ГАЙОВЕ
5322080805,5300000000,5322000000,НП,С,ОЛЕКСАНДРІВКА
5322080806,5300000000,5322000000,НП,С,ТРУДОВИК
5322081200,5300000000,5322000000,,,ВИСОКОВАКУЛІВСЬКА/С.ВИСОКА ВАКУЛІВКА
5322081201,5300000000,5322000000,НП,С,ВИСОКА ВАКУЛІВКА
5322081202,5300000000,5322000000,НП,С,ДОВГЕ
5322081203,5300000000,5322000000,НП,С,МАР'ЯНІВКА
5322081204,5300000000,5322000000,НП,С,ЮРІВКА
5322081600,5300000000,5322000000,,,ГОВТВЯНСЬКА/С.ГОВТВА
5322081601,5300000000,5322000000,НП,С,ГОВТВА
5322081602,5300000000,5322000000,НП,С,БУНЯКІВКА
5322081604,5300000000,5322000000,НП,С,КИСЕЛІВКА
5322081605,5300000000,5322000000,НП,С,ПЛАВНІ
5322082000,5300000000,5322000000,,,МИХАЙЛИКІВСЬКА/С.МИХАЙЛИКИ
5322082001,5300000000,5322000000,НП,С,МИХАЙЛИКИ
5322082003,5300000000,5322000000,НП,С,В'ЯЗІВКА
5322082500,5300000000,5322000000,,,ЛУТОВИНІВСЬКА/С.ЛУТОВИНІВКА
5322082501,5300000000,5322000000,НП,С,ЛУТОВИНІВКА
5322082502,5300000000,5322000000,НП,С,ГАННІВКА
5322082503,5300000000,5322000000,НП,С,КАЩІВКА
5322082504,5300000000,5322000000,НП,С,ЗАДОВГА
5322082505,5300000000,5322000000,НП,С,МАЙОРЩИНА
5322083000,5300000000,5322000000,,,МАНУЙЛІВСЬКА/С.ВЕРХНЯ МАНУЙЛІВКА
5322083001,5300000000,5322000000,НП,С,ВЕРХНЯ МАНУЙЛІВКА
5322083002,5300000000,5322000000,НП,С,ДЯЧЕНКИ
5322083003,5300000000,5322000000,НП,С,НИЖНЯ МАНУЙЛІВКА
5322083004,5300000000,5322000000,НП,С,ХАРЧЕНКИ
5322083005,5300000000,5322000000,НП,С,ЦИБІВКА
5322083700,5300000000,5322000000,,,ОЛЕНІВСЬКА/С.ОЛЕНІВКА
5322083701,5300000000,5322000000,НП,С,ОЛЕНІВКА
5322083702,5300000000,5322000000,НП,С,БРИГАДИРІВКА
5322083703,5300000000,5322000000,НП,С,ДЗЮБАНІВКА
5322083704,5300000000,5322000000,НП,С,КАЛИНІВКА
5322084000,5300000000,5322000000,,,ПАШКІВСЬКА/С.ПАШКІВКА
5322084001,5300000000,5322000000,НП,С,ПАШКІВКА
5322084003,5300000000,5322000000,НП,С,БУЛАХИ
5322084005,5300000000,5322000000,НП,С,БУТОЯРІВКА
5322084007,5300000000,5322000000,НП,С,КАЛАШНИКИ
5322084009,5300000000,5322000000,НП,С,ОЛЬГІВКА
5322084200,5300000000,5322000000,,,ПІСКІВСЬКА/С.ПІСКИ
5322084201,5300000000,5322000000,НП,С,ПІСКИ
5322084202,5300000000,5322000000,НП,С,БУТЕНКИ
5322084203,5300000000,5322000000,НП,С,ЙОСИПІВКА
5322084204,5300000000,5322000000,НП,С,КНИШІВКА
5322084600,5300000000,5322000000,,,ПРИГАРІВСЬКА/С.ПРИГАРІВКА
5322084601,5300000000,5322000000,НП,С,ПРИГАРІВКА
5322084602,5300000000,5322000000,НП,С,АНДРІЙКИ
5322084605,5300000000,5322000000,НП,С,ПАНАСІВКА
5322084607,5300000000,5322000000,НП,С,СУХИЙ КОБЕЛЯЧОК
5322084609,5300000000,5322000000,НП,С,СУШКИ
5322084700,5300000000,5322000000,,,ПРИЛІПСЬКА/С.ПРИЛІПКА
5322084701,5300000000,5322000000,НП,С,ПРИЛІПКА
5322084703,5300000000,5322000000,НП,С,ГЛИБОКА ДОЛИНА
5322084800,5300000000,5322000000,,,РИБАЛКІВСЬКА/С.РИБАЛКИ
5322084801,5300000000,5322000000,НП,С,РИБАЛКИ
5322084803,5300000000,5322000000,НП,С,МИРГОРОДЩИНА
5322084805,5300000000,5322000000,НП,С,НОВА УКРАЇНА
5322084807,5300000000,5322000000,НП,С,ЧОРНОГЛАЗІВКА
5322084900,5300000000,5322000000,,,СОЛОНИЦЬКА/С.СОЛОНИЦЯ
5322084901,5300000000,5322000000,НП,С,СОЛОНИЦЯ
5322084903,5300000000,5322000000,НП,С,ВЕРХНЯ ЖУЖМАНІВКА
5322084905,5300000000,5322000000,НП,С,ПАВЛИКИ
5322084907,5300000000,5322000000,НП,С,НИЖНЯ ЖУЖМАНІВКА
5322084909,5300000000,5322000000,НП,С,ШЕВЧЕНКИ
5322085000,5300000000,5322000000,,,ХОРІШКІВСЬКА/С.ХОРІШКИ
5322085001,5300000000,5322000000,НП,С,ХОРІШКИ
5322085003,5300000000,5322000000,НП,С,ВІЛЬНЕ
5322085007,5300000000,5322000000,НП,С,ЗАГРЕБЕЛЛЯ
5322085009,5300000000,5322000000,НП,С,КОСТІВКА
5322085011,5300000000,5322000000,НП,С,ПАШЕНІВКА
5322085017,5300000000,5322000000,НП,С,ЮРКИ
5322085019,5300000000,5322000000,НП,С,ЮРОЧКИ
5322085500,5300000000,5322000000,,,МАЛЬЦІВСЬКА/С.МАЛЬЦІ
5322085501,5300000000,5322000000,НП,С,МАЛЬЦІ
5322085509,5300000000,5322000000,НП,С,УЛИНІВКА
5322200000,5300000000,5322200000,Р,,КОТЕЛЕВСЬКИЙ РАЙОН/СМТ КОТЕЛЬВА
5322255000,5300000000,5322200000,,,СЕЛИЩА МІСЬКОГО ТИПУ КОТЕЛЕВСЬКОГО Р-НУ
5322255100,5300000000,5322200000,НП,Т,КОТЕЛЬВА
5322255101,5300000000,5322200000,НП,С,КАМІННЕ
5322255103,5300000000,5322200000,НП,С,МИХАЙЛОВЕ
5322255105,5300000000,5322200000,НП,С,ЧЕРНЕЩИНА
5322280000,5300000000,5322200000,,,СІЛЬРАДИ КОТЕЛЕВСЬКОГО Р-НУ
5322280400,5300000000,5322200000,,,БІЛЬСЬКА/С.БІЛЬСЬК
5322280401,5300000000,5322200000,НП,С,БІЛЬСЬК
5322280800,5300000000,5322200000,,,ВЕЛИКОРУБЛІВСЬКА/С.ВЕЛИКА РУБЛІВКА
5322280801,5300000000,5322200000,НП,С,ВЕЛИКА РУБЛІВКА
5322281300,5300000000,5322200000,,,ДЕРЕВКІВСЬКА/С.ДЕРЕВКИ
5322281301,5300000000,5322200000,НП,С,ДЕРЕВКИ
5322281302,5300000000,5322200000,НП,С,ЛЮБКА
5322281303,5300000000,5322200000,НП,С,МЛИНКИ
5322281500,5300000000,5322200000,,,КОВАЛЕВСЬКА/С.КОВАЛЕВЕ
5322281501,5300000000,5322200000,НП,С,КОВАЛЕВЕ
5322281503,5300000000,5322200000,НП,С,МАЛОВИДНЕ
5322281507,5300000000,5322200000,НП,С,СТАДНИЦЯ
5322281900,5300000000,5322200000,,,КОЗЛІВЩИНСЬКА/С.КОЗЛІВЩИНА
5322281901,5300000000,5322200000,НП,С,КОЗЛІВЩИНА
5322281902,5300000000,5322200000,НП,С,ВОРОНИ
5322281903,5300000000,5322200000,НП,С,ДІБРОВА
5322281904,5300000000,5322200000,НП,С,ЗУБИ
5322281905,5300000000,5322200000,НП,С,КАСЯНИ
5322281906,5300000000,5322200000,НП,С,ПІДВАРІВКА
5322281907,5300000000,5322200000,НП,С,ТЕРЕЩЕНКИ
5322282500,5300000000,5322200000,,,МАЛОРУБЛІВСЬКА/С.МАЛА РУБЛІВКА
5322282501,5300000000,5322200000,НП,С,МАЛА РУБЛІВКА
5322282503,5300000000,5322200000,НП,С,ДЕМ'ЯНІВКА
5322282505,5300000000,5322200000,НП,С,ЛИХАЧІВКА
5322282507,5300000000,5322200000,НП,С,МАР'ЇНЕ
5322283000,5300000000,5322200000,,,МИЛОРАДІВСЬКА/С.МИЛОРАДОВЕ
5322283001,5300000000,5322200000,НП,С,МИЛОРАДОВЕ
5322283002,5300000000,5322200000,НП,С,БОРІВСЬКЕ
5322283003,5300000000,5322200000,НП,С,ГЛОБІВКА
5322283004,5300000000,5322200000,НП,С,ЗАЙЦІ ДРУГІ
5322283005,5300000000,5322200000,НП,С,КОВЖИЖА
5322283006,5300000000,5322200000,НП,С,ЛАБУРІВКА
5322283007,5300000000,5322200000,НП,С,МАТВІЇВКА
5322283008,5300000000,5322200000,НП,С,НАЗАРЕНКИ
5322283009,5300000000,5322200000,НП,С,ЧОБОТАРІ
5322283700,5300000000,5322200000,,,МИКІЛКІВСЬКА/С.МИКІЛКА
5322283701,5300000000,5322200000,НП,С,МИКІЛКА
5322283702,5300000000,5322200000,НП,С,ГЕТЬМАНКА
5322283703,5300000000,5322200000,НП,С,ЗАЙЦІ
5322283705,5300000000,5322200000,НП,С,ТЕРНИ
5322283707,5300000000,5322200000,НП,С,ШЕВЧЕНКОВЕ
5322285000,5300000000,5322200000,,,СИДОРЯЧЕНСЬКА/С.СИДОРЯЧЕ
5322285001,5300000000,5322200000,НП,С,СИДОРЯЧЕ
5322285003,5300000000,5322200000,НП,С,МИХАЙЛІВКА ПЕРША
5322400000,5300000000,5322400000,Р,,КРЕМЕНЧУЦЬКИЙ РАЙОН/М.КРЕМЕНЧУК
5322480000,5300000000,5322400000,,,СІЛЬРАДИ КРЕМЕНЧУЦЬКОГО Р-НУ
5322480400,5300000000,5322400000,,,БІЛЕЦЬКІВСЬКА/С.БІЛЕЦЬКІВКА
5322480401,5300000000,5322400000,НП,С,БІЛЕЦЬКІВКА
5322480402,5300000000,5322400000,НП,С,БУРТИ
5322480403,5300000000,5322400000,НП,С,МАЛАМІВКА
5322480404,5300000000,5322400000,НП,С,НОВОСЕЛІВКА
5322480405,5300000000,5322400000,НП,С,ПІДГІРНЕ
5322480406,5300000000,5322400000,НП,С,СТАРА БІЛЕЦЬКІВКА
5322480407,5300000000,5322400000,НП,С,ЧЕЧЕЛЕВЕ
5322480700,5300000000,5322400000,,,БОНДАРІВСЬКА/С.БОНДАРІ
5322480701,5300000000,5322400000,НП,С,БОНДАРІ
5322480702,5300000000,5322400000,НП,С,ВАСИЛЕНКИ
5322480704,5300000000,5322400000,НП,С,ЗАРУДДЯ
5322480706,5300000000,5322400000,НП,С,ОСТАПЦІ
5322480707,5300000000,5322400000,НП,С,РЕВІВКА
5322481700,5300000000,5322400000,,,КАМ'ЯНОПОТОКІВСЬКА/С.КАМ'ЯНІ ПОТОКИ
5322481701,5300000000,5322400000,НП,С,КАМ'ЯНІ ПОТОКИ
5322481702,5300000000,5322400000,НП,С,РОЙОВЕ
5322481703,5300000000,5322400000,НП,С,САДКИ
5322481704,5300000000,5322400000,НП,С,ЧИКАЛІВКА
5322482000,5300000000,5322400000,,,КЕЛЕБЕРДЯНСЬКА/С.КЕЛЕБЕРДА
5322482001,5300000000,5322400000,НП,С,КЕЛЕБЕРДА
5322482800,5300000000,5322400000,,,НЕДОГАРКІВСЬКА/С.НЕДОГАРКИ
5322482801,5300000000,5322400000,НП,С,НЕДОГАРКИ
5322482802,5300000000,5322400000,НП,С,МАКСИМІВКА
5322482803,5300000000,5322400000,НП,С,ПАНІВКА
5322482805,5300000000,5322400000,НП,С,ПАЩЕНІВКА
5322482807,5300000000,5322400000,НП,С,РОКИТНЕ-ДОНІВКА
5322483200,5300000000,5322400000,,,ОМЕЛЬНИЦЬКА/С.ОМЕЛЬНИК
5322483201,5300000000,5322400000,НП,С,ОМЕЛЬНИК
5322483202,5300000000,5322400000,НП,С,ГУНЬКИ
5322483203,5300000000,5322400000,НП,С,ВАРАКУТИ
5322483204,5300000000,5322400000,НП,С,ДЕМИДІВКА
5322483205,5300000000,5322400000,НП,С,ЛИТВИНЕНКИ
5322483206,5300000000,5322400000,НП,С,ЗАПСІЛЛЯ
5322483207,5300000000,5322400000,НП,С,КОВАЛІ
5322483208,5300000000,5322400000,НП,С,КРАМАРЕНКИ
5322483209,5300000000,5322400000,НП,С,ПУСТОВІТИ
5322483210,5300000000,5322400000,НП,С,НАЙДЕНІВКА
5322483211,5300000000,5322400000,НП,С,ФЕДОРЕНКИ
5322483212,5300000000,5322400000,НП,С,ОНИЩЕНКИ
5322483213,5300000000,5322400000,НП,С,П'ЯТИХАТКИ
5322483214,5300000000,5322400000,НП,С,РАДОЧИНИ
5322483215,5300000000,5322400000,НП,С,РОКИТНЕ
5322483216,5300000000,5322400000,НП,С,РОМАНКИ
5322483217,5300000000,5322400000,НП,С,СТЕПІВКА
5322483218,5300000000,5322400000,НП,С,ЩЕРБАКИ
5322483219,5300000000,5322400000,НП,С,ЩЕРБУХИ
5322483220,5300000000,5322400000,НП,С,ЯРЕМІВКА
5322483800,5300000000,5322400000,,,ПІЩАНСЬКА/С.ПІЩАНЕ
5322483801,5300000000,5322400000,НП,С,ПІЩАНЕ
5322483802,5300000000,5322400000,НП,С,ГОРИСЛАВЦІ
5322483803,5300000000,5322400000,НП,С,КОВАЛІВКА
5322483804,5300000000,5322400000,НП,С,КОРЖІВКА
5322483805,5300000000,5322400000,НП,С,КРИВУШІ
5322483806,5300000000,5322400000,НП,С,МИЛОВИДІВКА
5322483807,5300000000,5322400000,НП,С,ОЛЕФІРІВКА
5322484400,5300000000,5322400000,,,ПОТОКІВСЬКА/С.ПОТОКИ
5322484401,5300000000,5322400000,НП,С,ПОТОКИ
5322484402,5300000000,5322400000,НП,С,ПРИДНІПРЯНСЬКЕ
5322484403,5300000000,5322400000,НП,С,МАЛА КОХНІВКА
5322484404,5300000000,5322400000,НП,С,СОСНІВКА
5322484800,5300000000,5322400000,,,ПРИШИБСЬКА/С.ПРИШИБ
5322484801,5300000000,5322400000,НП,С,ПРИШИБ
5322484802,5300000000,5322400000,НП,С,ЄРИСТІВКА
5322484803,5300000000,5322400000,НП,С,КОБЕЛЯЧОК
5322484804,5300000000,5322400000,НП,С,РОБОТІВКА
5322484805,5300000000,5322400000,НП,С,МАЛИКИ
5322485600,5300000000,5322400000,,,САЛІВСЬКА/С.САЛІВКА
5322485601,5300000000,5322400000,НП,С,САЛІВКА
5322485602,5300000000,5322400000,НП,С,КАРПІВКА
5322485605,5300000000,5322400000,НП,С,МАХНІВКА
5322485606,5300000000,5322400000,НП,С,ПЕТРАШІВКА
5322486300,5300000000,5322400000,,,НОВОЗНАМ'ЯНСЬКА/С.НОВА ЗНАМ'ЯНКА
5322486301,5300000000,5322400000,НП,С,НОВА ЗНАМ'ЯНКА
5322486302,5300000000,5322400000,НП,С,ВІЛЬНА ТЕРЕШКІВКА
5322486303,5300000000,5322400000,НП,С,МАЙБОРОДІВКА
5322486304,5300000000,5322400000,НП,С,МИРНЕ
5322486305,5300000000,5322400000,НП,С,ПИСАРЩИНА
5322487000,5300000000,5322400000,,,ЯЛИНЦІВСЬКА/С.ЯЛИНЦІ
5322487001,5300000000,5322400000,НП,С,ЯЛИНЦІ
5322487002,5300000000,5322400000,НП,С,ВОСКОБІЙНИКИ
5322487003,5300000000,5322400000,НП,С,КІНДРІВКА
5322487004,5300000000,5322400000,НП,С,МИХАЙЛЕНКИ
5322487008,5300000000,5322400000,НП,С,ПУХАЛЬЩИНА
5322487010,5300000000,5322400000,НП,С,САМУСІЇВКА
5322600000,5300000000,5322600000,Р,,ЛОХВИЦЬКИЙ РАЙОН/М.ЛОХВИЦЯ
5322610000,5300000000,5322600000,,,МІСТА РАЙОННОГО ПІДПОРЯДКУВАННЯ ЛОХВИЦЬКОГО Р-НУ
5322610100,5300000000,5322600000,НП,М,ЛОХВИЦЯ
5322610101,5300000000,5322600000,НП,С,КРИНИЦЯ
5322610600,5300000000,5322600000,НП,М,ЗАВОДСЬКЕ
5322610601,5300000000,5322600000,НП,С,ВИШНЕВЕ
5322680000,5300000000,5322600000,,,СІЛЬРАДИ ЛОХВИЦЬКОГО Р-НУ
5322680400,5300000000,5322600000,,,БЕЗСАЛІВСЬКА/С.БЕЗСАЛИ
5322680401,5300000000,5322600000,НП,С,БЕЗСАЛИ
5322680402,5300000000,5322600000,НП,С,ВИШЕНЬКИ
5322680403,5300000000,5322600000,НП,С,МЕХЕДІВКА
5322680404,5300000000,5322600000,НП,С,ОЗЕРНЕ
5322680405,5300000000,5322600000,НП,С,СОКИРИХА
5322680406,5300000000,5322600000,НП,С,ЧЕРВОНА СЛОБІДКА
5322680500,5300000000,5322600000,,,БЕРБЕНИЦЬКА/С.БЕРБЕНИЦІ
5322680501,5300000000,5322600000,НП,С,БЕРБЕНИЦІ
5322680700,5300000000,5322600000,,,БІЛОГОРІЛЬСЬКА/С.БІЛОГОРІЛКА
5322680701,5300000000,5322600000,НП,С,БІЛОГОРІЛКА
5322680702,5300000000,5322600000,НП,С,ВОЛЯ
5322680703,5300000000,5322600000,НП,С,РУЧКИ
5322681100,5300000000,5322600000,,,БОДАКВЯНСЬКА/С.БОДАКВА
5322681101,5300000000,5322600000,НП,С,БОДАКВА
5322681104,5300000000,5322600000,НП,С,ЗАМОРІЇВКА
5322681105,5300000000,5322600000,НП,С,НИЖНЯ БУДАКІВКА
5322681106,5300000000,5322600000,НП,С,ПІСОЧКИ
5322681107,5300000000,5322600000,НП,С,ХРУЛІ
5322681108,5300000000,5322600000,НП,С,ЧЕРВОНІ ЛУКИ
5322681500,5300000000,5322600000,,,ВАСИЛЬКІВСЬКА/С.ВАСИЛЬКИ
5322681501,5300000000,5322600000,НП,С,ВАСИЛЬКИ
5322681502,5300000000,5322600000,НП,С,ГАЇВЩИНА
5322681503,5300000000,5322600000,НП,С,ХРИСТАНІВКА
5322681900,5300000000,5322600000,,,ВИРІШАЛЬНЕНСЬКА/С.ВИРІШАЛЬНЕ
5322681901,5300000000,5322600000,НП,С,ВИРІШАЛЬНЕ
5322681902,5300000000,5322600000,НП,С,БЕШТИ
5322681903,5300000000,5322600000,НП,С,ВИСОКЕ
5322681904,5300000000,5322600000,НП,С,ГІРКИ
5322681907,5300000000,5322600000,НП,С,СЛЬОЗИХА
5322681908,5300000000,5322600000,НП,С,ЧАСНИКІВКА
5322681909,5300000000,5322600000,НП,С,ШКАДРЕТИ
5322682400,5300000000,5322600000,,,ГИРЯВОІСКОВЕЦЬКА/С.ГИРЯВІ ІСКІВЦІ
5322682401,5300000000,5322600000,НП,С,ГИРЯВІ ІСКІВЦІ
5322682403,5300000000,5322600000,НП,С,ВЕСЕЛЕ
